Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Discounted Price,Order Date,Month_Year,Month-Year
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,114.2,5,0.0,52.532,0.46,114.2,2018-08-25 08:34:27.040898156,2018-08,2018-08
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Labels,3.08,1,0.0,1.4784,0.48,3.08,2018-08-25 12:57:52.975140336,2018-08,2018-08
Standard Class,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Appliances,845.728,13,0.2,84.5728,0.1,676.58,2018-08-25 17:21:18.909382516,2018-08,2018-08
Standard Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Binders,13.904,2,0.2,4.5188,0.32,11.12,2018-08-25 21:44:44.843624700,2018-08,2018-08
Standard Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Binders,20.72,2,0.2,6.475,0.31,16.58,2018-08-26 02:08:10.777866880,2018-08,2018-08
Second Class,Corporate,United States,Saint Paul,Minnesota,55106,Central,Technology,Phones,114.95,5,0.0,2.299,0.02,114.95,2018-08-26 06:31:36.712109060,2018-08,2018-08
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,26.96,2,0.0,7.0096,0.26,26.96,2018-08-26 10:55:02.646351244,2018-08,2018-08
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,572.76,6,0.0,166.1004,0.29,572.76,2018-08-26 15:18:28.580593424,2018-08,2018-08
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,286.38,3,0.0,83.0502,0.29,286.38,2018-08-26 19:41:54.514835604,2018-08,2018-08
Second Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Bookcases,61.96,2,0.0,4.3372,0.07,61.96,2018-08-27 00:05:20.449077784,2018-08,2018-08
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,23.99,1,0.0,5.5177,0.23,23.99,2018-08-27 04:28:46.383319968,2018-08,2018-08
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Phones,287.97,3,0.0,77.7519,0.27,287.97,2018-08-27 08:52:12.317562148,2018-08,2018-08
Second Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,419.944,7,0.2,52.493,0.12,335.96,2018-08-27 13:15:38.251804328,2018-08,2018-08
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Paper,46.76,7,0.0,22.4448,0.48,46.76,2018-08-27 17:39:04.186046512,2018-08,2018-08
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Binders,17.712,3,0.2,6.4206,0.36,14.17,2018-08-27 22:02:30.120288692,2018-08,2018-08
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Appliances,21.78,2,0.0,5.6628,0.26,21.78,2018-08-28 02:25:56.054530872,2018-08,2018-08
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,161.94,3,0.0,9.7164,0.06,161.94,2018-08-28 06:49:21.988773056,2018-08,2018-08
First Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,161.568,2,0.2,-8.0784,-0.05,129.25,2018-08-28 11:12:47.923015236,2018-08,2018-08
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,3.69,1,0.0,1.7343,0.47,3.69,2018-08-28 15:36:13.857257416,2018-08,2018-08
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,122.12,4,0.0,56.1752,0.46,122.12,2018-08-28 19:59:39.791499600,2018-08,2018-08
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,155.372,2,0.3,-13.3176,-0.09,108.76,2018-08-29 00:23:05.725741780,2018-08,2018-08
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,38.88,6,0.0,18.6624,0.48,38.88,2018-08-29 04:46:31.659983960,2018-08,2018-08
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,183.84,8,0.0,62.5056,0.34,183.84,2018-08-29 09:09:57.594226140,2018-08,2018-08
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Supplies,579.3,5,0.0,28.965,0.05,579.3,2018-08-29 13:33:23.528468324,2018-08,2018-08
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,14.2,1,0.2,3.3725,0.24,11.36,2018-08-29 17:56:49.462710504,2018-08,2018-08
Standard Class,Corporate,United States,Deltona,Florida,32725,South,Technology,Phones,575.92,2,0.2,71.99,0.12,460.74,2018-08-29 22:20:15.396952684,2018-08,2018-08
Standard Class,Corporate,United States,Deltona,Florida,32725,South,Office Supplies,Binders,5.184,6,0.7,-3.6288,-0.7,1.56,2018-08-30 02:43:41.331194868,2018-08,2018-08
Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,5.229,3,0.7,-4.1832,-0.8,1.57,2018-08-30 07:07:07.265437048,2018-08,2018-08
Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,285.552,2,0.2,35.694,0.12,228.44,2018-08-30 11:30:33.199679228,2018-08,2018-08
Standard Class,Consumer,United States,Murray,Kentucky,42071,South,Office Supplies,Appliances,72.8,5,0.0,19.656,0.27,72.8,2018-08-30 15:53:59.133921412,2018-08,2018-08
First Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Paper,10.816,4,0.2,3.5152,0.32,8.65,2018-08-30 20:17:25.068163592,2018-08,2018-08
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,46.26,3,0.0,12.4902,0.27,46.26,2018-08-31 00:40:51.002405772,2018-08,2018-08
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,17.46,6,0.8,-30.555,-1.75,3.49,2018-08-31 05:04:16.936647956,2018-08,2018-08
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,51.072,6,0.2,5.1072,0.1,40.86,2018-08-31 09:27:42.870890136,2018-08,2018-08
First Class,Corporate,United States,Norwich,Connecticut,6360,East,Office Supplies,Paper,11.34,1,0.0,5.5566,0.49,11.34,2018-08-31 13:51:08.805132316,2018-08,2018-08
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,87.92,4,0.0,26.376,0.3,87.92,2018-08-31 18:14:34.739374500,2018-08,2018-08
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,37.05,3,0.0,16.302,0.44,37.05,2018-08-31 22:38:00.673616680,2018-08,2018-08
Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Technology,Phones,2.97,1,0.4,-0.6435,-0.22,1.78,2018-09-01 03:01:26.607858860,2018-09,2018-09
Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Storage,27.44,2,0.2,2.401,0.09,21.95,2018-09-01 07:24:52.542101040,2018-09,2018-09
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,1.08,3,0.8,-1.728,-1.6,0.22,2018-09-01 11:48:18.476343224,2018-09,2018-09
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,7.96,2,0.8,-13.93,-1.75,1.59,2018-09-01 16:11:44.410585404,2018-09,2018-09
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,140.736,8,0.2,52.776,0.38,112.59,2018-09-01 20:35:10.344827584,2018-09,2018-09
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Storage,552.56,4,0.0,0.0,0.0,552.56,2018-09-02 00:58:36.279069768,2018-09,2018-09
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Furnishings,25.11,3,0.0,6.5286,0.26,25.11,2018-09-02 05:22:02.213311948,2018-09,2018-09
Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,29.78,2,0.0,8.0406,0.27,29.78,2018-09-02 09:45:28.147554128,2018-09,2018-09
Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,677.58,3,0.0,176.1708,0.26,677.58,2018-09-02 14:08:54.081796312,2018-09,2018-09
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,75.04,8,0.0,36.0192,0.48,75.04,2018-09-02 18:32:20.016038492,2018-09,2018-09
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Technology,Machines,695.7,2,0.5,-27.828,-0.04,347.85,2018-09-02 22:55:45.950280672,2018-09,2018-09
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,15.66,5,0.7,-12.528,-0.8,4.7,2018-09-03 03:19:11.884522856,2018-09,2018-09
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,28.854,6,0.7,-21.1596,-0.73,8.66,2018-09-03 07:42:37.818765036,2018-09,2018-09
Standard Class,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Art,47.82,3,0.0,14.346,0.3,47.82,2018-09-03 12:06:03.753007216,2018-09,2018-09
Standard Class,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Labels,13.05,5,0.0,6.003,0.46,13.05,2018-09-03 16:29:29.687249396,2018-09,2018-09
Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,93.78,2,0.0,36.5742,0.39,93.78,2018-09-03 20:52:55.621491580,2018-09,2018-09
Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.18,7,0.0,23.59,0.5,47.18,2018-09-04 01:16:21.555733760,2018-09,2018-09
Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Art,19.68,6,0.0,5.7072,0.29,19.68,2018-09-04 05:39:47.489975940,2018-09,2018-09
Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,53.4,10,0.0,25.098,0.47,53.4,2018-09-04 10:03:13.424218124,2018-09,2018-09
Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,35.88,6,0.0,17.2224,0.48,35.88,2018-09-04 14:26:39.358460304,2018-09,2018-09
Second Class,Consumer,United States,Evanston,Illinois,60201,Central,Furniture,Chairs,258.279,3,0.3,-70.1043,-0.27,180.8,2018-09-04 18:50:05.292702484,2018-09,2018-09
First Class,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,31.4,2,0.0,7.85,0.25,31.4,2018-09-04 23:13:31.226944668,2018-09,2018-09
Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Phones,183.96,5,0.2,20.6955,0.11,147.17,2018-09-05 03:36:57.161186848,2018-09,2018-09
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,17.61,3,0.0,8.4528,0.48,17.61,2018-09-05 08:00:23.095429028,2018-09,2018-09
Standard Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Tables,300.904,1,0.2,11.2839,0.04,240.72,2018-09-05 12:23:49.029671212,2018-09,2018-09
Same Day,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,220.776,3,0.2,-44.1552,-0.2,176.62,2018-09-05 16:47:14.963913392,2018-09,2018-09
Same Day,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,281.424,11,0.2,-35.178,-0.12,225.14,2018-09-05 21:10:40.898155572,2018-09,2018-09
First Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Paper,79.14,3,0.0,36.4044,0.46,79.14,2018-09-06 01:34:06.832397752,2018-09,2018-09
First Class,Consumer,United States,Fort Worth,Texas,76106,Central,Furniture,Furnishings,1.988,1,0.6,-1.4413,-0.72,0.8,2018-09-06 05:57:32.766639936,2018-09,2018-09
Second Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,145.568,2,0.2,0.0,0.0,116.45,2018-09-06 10:20:58.700882116,2018-09,2018-09
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,123.256,7,0.2,9.2442,0.08,98.6,2018-09-06 14:44:24.635124296,2018-09,2018-09
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,23.68,4,0.2,7.4,0.31,18.94,2018-09-06 19:07:50.569366480,2018-09,2018-09
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,309.576,4,0.4,-56.7556,-0.18,185.75,2018-09-06 23:31:16.503608660,2018-09,2018-09
First Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,38.388,14,0.7,-25.592,-0.67,11.52,2018-09-07 03:54:42.437850840,2018-09,2018-09
First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Machines,95.994,2,0.7,-63.996,-0.67,28.8,2018-09-07 08:18:08.372093024,2018-09,2018-09
First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Accessories,239.952,6,0.2,-35.9928,-0.15,191.96,2018-09-07 12:41:34.306335204,2018-09,2018-09
First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Phones,201.584,2,0.2,15.1188,0.08,161.27,2018-09-07 17:05:00.240577384,2018-09,2018-09
First Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Chairs,899.136,4,0.2,-146.1096,-0.16,719.31,2018-09-07 21:28:26.174819568,2018-09,2018-09
First Class,Home Office,United States,Pico Rivera,California,90660,West,Furniture,Furnishings,145.9,5,0.0,62.737,0.43,145.9,2018-09-08 01:51:52.109061748,2018-09,2018-09
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Bookcases,590.058,7,0.7,-786.744,-1.33,177.02,2018-09-08 06:15:18.043303928,2018-09,2018-09
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,14.04,3,0.2,1.5795,0.11,11.23,2018-09-08 10:38:43.977546108,2018-09,2018-09
Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Technology,Accessories,49.08,3,0.0,4.908,0.1,49.08,2018-09-08 15:02:09.911788292,2018-09,2018-09
Second Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Labels,29.6,2,0.0,14.8,0.5,29.6,2018-09-08 19:25:35.846030472,2018-09,2018-09
Second Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Binders,17.088,4,0.2,5.5536,0.32,13.67,2018-09-08 23:49:01.780272652,2018-09,2018-09
Standard Class,Consumer,United States,Provo,Utah,84604,West,Furniture,Tables,912.75,5,0.0,118.6575,0.13,912.75,2018-09-09 04:12:27.714514836,2018-09,2018-09
Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Appliances,1089.75,3,0.0,305.13,0.28,1089.75,2018-09-09 08:35:53.648757016,2018-09,2018-09
Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Paper,447.84,8,0.0,219.4416,0.49,447.84,2018-09-09 12:59:19.582999196,2018-09,2018-09
Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Art,16.4,5,0.0,4.264,0.26,16.4,2018-09-09 17:22:45.517241380,2018-09,2018-09
Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Technology,Phones,399.96,5,0.2,34.9965,0.09,319.97,2018-09-09 21:46:11.451483560,2018-09,2018-09
Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Storage,158.9,5,0.0,7.945,0.05,158.9,2018-09-10 02:09:37.385725740,2018-09,2018-09
Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Binders,13.184,1,0.2,4.7792,0.36,10.55,2018-09-10 06:33:03.319967924,2018-09,2018-09
Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Furniture,Furnishings,83.952,3,0.6,-90.2484,-1.08,33.58,2018-09-10 10:56:29.254210104,2018-09,2018-09
Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Storage,80.98,1,0.0,1.6196,0.02,80.98,2018-09-10 15:19:55.188452284,2018-09,2018-09
Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,348.84,9,0.0,170.9316,0.49,348.84,2018-09-10 19:43:21.122694464,2018-09,2018-09
Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Fasteners,9.45,5,0.0,0.189,0.02,9.45,2018-09-11 00:06:47.056936648,2018-09,2018-09
Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Furniture,Furnishings,18.84,3,0.0,7.1592,0.38,18.84,2018-09-11 04:30:12.991178828,2018-09,2018-09
Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Furniture,Bookcases,239.98,2,0.0,52.7956,0.22,239.98,2018-09-11 08:53:38.925421008,2018-09,2018-09
Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,167.96,2,0.0,78.9412,0.47,167.96,2018-09-11 13:17:04.859663192,2018-09,2018-09
Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Technology,Phones,104.85,3,0.0,28.3095,0.27,104.85,2018-09-11 17:40:30.793905372,2018-09,2018-09
Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Technology,Phones,484.83,3,0.0,126.0558,0.26,484.83,2018-09-11 22:03:56.728147552,2018-09,2018-09
Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,122.97,3,0.0,60.2553,0.49,122.97,2018-09-12 02:27:22.662389736,2018-09,2018-09
Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Storage,154.44,3,0.0,1.5444,0.01,154.44,2018-09-12 06:50:48.596631916,2018-09,2018-09
Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,342.37,7,0.0,160.9139,0.47,342.37,2018-09-12 11:14:14.530874096,2018-09,2018-09
First Class,Corporate,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,9.552,3,0.2,1.5522,0.16,7.64,2018-09-12 15:37:40.465116280,2018-09,2018-09
Standard Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Tables,652.45,5,0.5,-430.617,-0.66,326.23,2018-09-12 20:01:06.399358460,2018-09,2018-09
Standard Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Tables,66.645,3,0.5,-42.6528,-0.64,33.32,2018-09-13 00:24:32.333600640,2018-09,2018-09
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,17.216,4,0.2,6.0256,0.35,13.77,2018-09-13 04:47:58.267842820,2018-09,2018-09
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,11.56,2,0.0,5.6644,0.49,11.56,2018-09-13 09:11:24.202085004,2018-09,2018-09
First Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,88.4,4,0.0,11.492,0.13,88.4,2018-09-13 13:34:50.136327184,2018-09,2018-09
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,6.48,1,0.0,3.1104,0.48,6.48,2018-09-13 17:58:16.070569364,2018-09,2018-09
Standard Class,Home Office,United States,Salem,Virginia,24153,South,Technology,Phones,21.8,2,0.0,6.104,0.28,21.8,2018-09-13 22:21:42.004811548,2018-09,2018-09
Standard Class,Home Office,United States,Salem,Virginia,24153,South,Office Supplies,Envelopes,251.79,3,0.0,118.3413,0.47,251.79,2018-09-14 02:45:07.939053728,2018-09,2018-09
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Tables,205.176,2,0.4,-58.1332,-0.28,123.11,2018-09-14 07:08:33.873295908,2018-09,2018-09
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,419.4,5,0.2,146.79,0.35,335.52,2018-09-14 11:31:59.807538092,2018-09,2018-09
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,10.304,1,0.2,-2.1896,-0.21,8.24,2018-09-14 15:55:25.741780272,2018-09,2018-09
